For doors: 3, cars: 1, changing door: True, iterations: 10000, win probability: 0.6728
For doors: 190, cars: 10, changing door: True, iterations: 10000, win probability: 0.0529
For doors: 190, cars: 10, changing door: False, iterations: 10000, win probability: 0.0533
For doors: 190, cars: 20, changing door: True, iterations: 10000, win probability: 0.0988
For doors: 190, cars: 20, changing door: False, iterations: 10000, win probability: 0.1107
For doors: 190, cars: 30, changing door: True, iterations: 10000, win probability: 0.152
For doors: 190, cars: 30, changing door: False, iterations: 10000, win probability: 0.164
For doors: 190, cars: 40, changing door: True, iterations: 10000, win probability: 0.2085
For doors: 190, cars: 40, changing door: False, iterations: 10000, win probability: 0.2078
For doors: 190, cars: 50, changing door: True, iterations: 10000, win probability: 0.259
For doors: 190, cars: 50, changing door: False, iterations: 10000, win probability: 0.2598
For doors: 190, cars: 60, changing door: True, iterations: 10000, win probability: 0.3093
For doors: 190, cars: 60, changing door: False, iterations: 10000, win probability: 0.3198
For doors: 190, cars: 70, changing door: True, iterations: 10000, win probability: 0.3723
For doors: 190, cars: 70, changing door: False, iterations: 10000, win probability: 0.3708
For doors: 190, cars: 80, changing door: True, iterations: 10000, win probability: 0.4251
For doors: 190, cars: 80, changing door: False, iterations: 10000, win probability: 0.4177
For doors: 190, cars: 90, changing door: True, iterations: 10000, win probability: 0.4671
For doors: 190, cars: 90, changing door: False, iterations: 10000, win probability: 0.4675
For doors: 190, cars: 100, changing door: True, iterations: 10000, win probability: 0.5295
For doors: 190, cars: 100, changing door: False, iterations: 10000, win probability: 0.5261
For doors: 190, cars: 110, changing door: True, iterations: 10000, win probability: 0.5874
For doors: 190, cars: 110, changing door: False, iterations: 10000, win probability: 0.5836
For doors: 190, cars: 120, changing door: True, iterations: 10000, win probability: 0.623
For doors: 190, cars: 120, changing door: False, iterations: 10000, win probability: 0.639
For doors: 190, cars: 130, changing door: True, iterations: 10000, win probability: 0.691
For doors: 190, cars: 130, changing door: False, iterations: 10000, win probability: 0.6823
For doors: 190, cars: 140, changing door: True, iterations: 10000, win probability: 0.7336
For doors: 190, cars: 140, changing door: False, iterations: 10000, win probability: 0.7282
For doors: 190, cars: 150, changing door: True, iterations: 10000, win probability: 0.796
For doors: 190, cars: 150, changing door: False, iterations: 10000, win probability: 0.7893
For doors: 190, cars: 160, changing door: True, iterations: 10000, win probability: 0.8467
For doors: 190, cars: 160, changing door: False, iterations: 10000, win probability: 0.8434
For doors: 190, cars: 170, changing door: True, iterations: 10000, win probability: 0.8977
For doors: 190, cars: 170, changing door: False, iterations: 10000, win probability: 0.8963
For doors: 190, cars: 180, changing door: True, iterations: 10000, win probability: 0.952
For doors: 190, cars: 180, changing door: False, iterations: 10000, win probability: 0.9448
For doors: 200, cars: 10, changing door: True, iterations: 10000, win probability: 0.0485
For doors: 200, cars: 10, changing door: False, iterations: 10000, win probability: 0.0517
For doors: 200, cars: 20, changing door: True, iterations: 10000, win probability: 0.0964
For doors: 200, cars: 20, changing door: False, iterations: 10000, win probability: 0.1073
For doors: 200, cars: 30, changing door: True, iterations: 10000, win probability: 0.152
For doors: 200, cars: 30, changing door: False, iterations: 10000, win probability: 0.1505
For doors: 200, cars: 40, changing door: True, iterations: 10000, win probability: 0.1998
For doors: 200, cars: 40, changing door: False, iterations: 10000, win probability: 0.2054
For doors: 200, cars: 50, changing door: True, iterations: 10000, win probability: 0.2476
For doors: 200, cars: 50, changing door: False, iterations: 10000, win probability: 0.2452
For doors: 200, cars: 60, changing door: True, iterations: 10000, win probability: 0.2991
For doors: 200, cars: 60, changing door: False, iterations: 10000, win probability: 0.3003
For doors: 200, cars: 70, changing door: True, iterations: 10000, win probability: 0.3461
For doors: 200, cars: 70, changing door: False, iterations: 10000, win probability: 0.35
For doors: 200, cars: 80, changing door: True, iterations: 10000, win probability: 0.3936
For doors: 200, cars: 80, changing door: False, iterations: 10000, win probability: 0.3998
For doors: 200, cars: 90, changing door: True, iterations: 10000, win probability: 0.4542
For doors: 200, cars: 90, changing door: False, iterations: 10000, win probability: 0.4525
For doors: 200, cars: 100, changing door: True, iterations: 10000, win probability: 0.515
For doors: 200, cars: 100, changing door: False, iterations: 10000, win probability: 0.504
For doors: 200, cars: 110, changing door: True, iterations: 10000, win probability: 0.5548
For doors: 200, cars: 110, changing door: False, iterations: 10000, win probability: 0.5542
For doors: 200, cars: 120, changing door: True, iterations: 10000, win probability: 0.6024
For doors: 200, cars: 120, changing door: False, iterations: 10000, win probability: 0.6006
For doors: 200, cars: 130, changing door: True, iterations: 10000, win probability: 0.6512
For doors: 200, cars: 130, changing door: False, iterations: 10000, win probability: 0.6462
For doors: 200, cars: 140, changing door: True, iterations: 10000, win probability: 0.699
For doors: 200, cars: 140, changing door: False, iterations: 10000, win probability: 0.7033
For doors: 200, cars: 150, changing door: True, iterations: 10000, win probability: 0.7599
For doors: 200, cars: 150, changing door: False, iterations: 10000, win probability: 0.7554
For doors: 200, cars: 160, changing door: True, iterations: 10000, win probability: 0.806
For doors: 200, cars: 160, changing door: False, iterations: 10000, win probability: 0.7938
For doors: 200, cars: 170, changing door: True, iterations: 10000, win probability: 0.8569
For doors: 200, cars: 170, changing door: False, iterations: 10000, win probability: 0.8512
For doors: 200, cars: 180, changing door: True, iterations: 10000, win probability: 0.9055
For doors: 200, cars: 180, changing door: False, iterations: 10000, win probability: 0.904
For doors: 200, cars: 190, changing door: True, iterations: 10000, win probability: 0.9553
For doors: 200, cars: 190, changing door: False, iterations: 10000, win probability: 0.9499
For doors: 210, cars: 10, changing door: True, iterations: 10000, win probability: 0.0447
For doors: 210, cars: 10, changing door: False, iterations: 10000, win probability: 0.0446
For doors: 210, cars: 20, changing door: True, iterations: 10000, win probability: 0.1014
For doors: 210, cars: 20, changing door: False, iterations: 10000, win probability: 0.0908
For doors: 210, cars: 30, changing door: True, iterations: 10000, win probability: 0.1449
For doors: 210, cars: 30, changing door: False, iterations: 10000, win probability: 0.1391
For doors: 210, cars: 40, changing door: True, iterations: 10000, win probability: 0.1941
For doors: 210, cars: 40, changing door: False, iterations: 10000, win probability: 0.1944
For doors: 210, cars: 50, changing door: True, iterations: 10000, win probability: 0.2396
For doors: 210, cars: 50, changing door: False, iterations: 10000, win probability: 0.2366
For doors: 210, cars: 60, changing door: True, iterations: 10000, win probability: 0.2774
For doors: 210, cars: 60, changing door: False, iterations: 10000, win probability: 0.2789
For doors: 210, cars: 70, changing door: True, iterations: 10000, win probability: 0.3259
For doors: 210, cars: 70, changing door: False, iterations: 10000, win probability: 0.3331
For doors: 210, cars: 80, changing door: True, iterations: 10000, win probability: 0.3858
For doors: 210, cars: 80, changing door: False, iterations: 10000, win probability: 0.3808
For doors: 210, cars: 90, changing door: True, iterations: 10000, win probability: 0.433
For doors: 210, cars: 90, changing door: False, iterations: 10000, win probability: 0.4189
For doors: 210, cars: 100, changing door: True, iterations: 10000, win probability: 0.475
For doors: 210, cars: 100, changing door: False, iterations: 10000, win probability: 0.4725
For doors: 210, cars: 110, changing door: True, iterations: 10000, win probability: 0.5237
For doors: 210, cars: 110, changing door: False, iterations: 10000, win probability: 0.529
For doors: 210, cars: 120, changing door: True, iterations: 10000, win probability: 0.5696
For doors: 210, cars: 120, changing door: False, iterations: 10000, win probability: 0.5713
For doors: 210, cars: 130, changing door: True, iterations: 10000, win probability: 0.6247
For doors: 210, cars: 130, changing door: False, iterations: 10000, win probability: 0.6099
For doors: 210, cars: 140, changing door: True, iterations: 10000, win probability: 0.6768
For doors: 210, cars: 140, changing door: False, iterations: 10000, win probability: 0.6637
For doors: 210, cars: 150, changing door: True, iterations: 10000, win probability: 0.7241
For doors: 210, cars: 150, changing door: False, iterations: 10000, win probability: 0.7115
For doors: 210, cars: 160, changing door: True, iterations: 10000, win probability: 0.7712
For doors: 210, cars: 160, changing door: False, iterations: 10000, win probability: 0.7626
For doors: 210, cars: 170, changing door: True, iterations: 10000, win probability: 0.8129
For doors: 210, cars: 170, changing door: False, iterations: 10000, win probability: 0.811
For doors: 210, cars: 180, changing door: True, iterations: 10000, win probability: 0.8621
For doors: 210, cars: 180, changing door: False, iterations: 10000, win probability: 0.8547
For doors: 210, cars: 190, changing door: True, iterations: 10000, win probability: 0.912
For doors: 210, cars: 190, changing door: False, iterations: 10000, win probability: 0.8977
For doors: 210, cars: 200, changing door: True, iterations: 10000, win probability: 0.9553
For doors: 210, cars: 200, changing door: False, iterations: 10000, win probability: 0.9501
For doors: 220, cars: 10, changing door: True, iterations: 10000, win probability: 0.0437
For doors: 220, cars: 10, changing door: False, iterations: 10000, win probability: 0.0475
For doors: 220, cars: 20, changing door: True, iterations: 10000, win probability: 0.0909
For doors: 220, cars: 20, changing door: False, iterations: 10000, win probability: 0.0937
For doors: 220, cars: 30, changing door: True, iterations: 10000, win probability: 0.1409
For doors: 220, cars: 30, changing door: False, iterations: 10000, win probability: 0.1373
For doors: 220, cars: 40, changing door: True, iterations: 10000, win probability: 0.181
For doors: 220, cars: 40, changing door: False, iterations: 10000, win probability: 0.1735
For doors: 220, cars: 50, changing door: True, iterations: 10000, win probability: 0.2318
For doors: 220, cars: 50, changing door: False, iterations: 10000, win probability: 0.229
For doors: 220, cars: 60, changing door: True, iterations: 10000, win probability: 0.2774
For doors: 220, cars: 60, changing door: False, iterations: 10000, win probability: 0.2644
For doors: 220, cars: 70, changing door: True, iterations: 10000, win probability: 0.3192
For doors: 220, cars: 70, changing door: False, iterations: 10000, win probability: 0.3166
For doors: 220, cars: 80, changing door: True, iterations: 10000, win probability: 0.3692
For doors: 220, cars: 80, changing door: False, iterations: 10000, win probability: 0.3662
For doors: 220, cars: 90, changing door: True, iterations: 10000, win probability: 0.4077
For doors: 220, cars: 90, changing door: False, iterations: 10000, win probability: 0.4084
For doors: 220, cars: 100, changing door: True, iterations: 10000, win probability: 0.4571
For doors: 220, cars: 100, changing door: False, iterations: 10000, win probability: 0.4523
For doors: 220, cars: 110, changing door: True, iterations: 10000, win probability: 0.4921
For doors: 220, cars: 110, changing door: False, iterations: 10000, win probability: 0.5006
For doors: 220, cars: 120, changing door: True, iterations: 10000, win probability: 0.544
For doors: 220, cars: 120, changing door: False, iterations: 10000, win probability: 0.5438
For doors: 220, cars: 130, changing door: True, iterations: 10000, win probability: 0.5995
For doors: 220, cars: 130, changing door: False, iterations: 10000, win probability: 0.5812
For doors: 220, cars: 140, changing door: True, iterations: 10000, win probability: 0.6383
For doors: 220, cars: 140, changing door: False, iterations: 10000, win probability: 0.6323
For doors: 220, cars: 150, changing door: True, iterations: 10000, win probability: 0.6852
For doors: 220, cars: 150, changing door: False, iterations: 10000, win probability: 0.6814
For doors: 220, cars: 160, changing door: True, iterations: 10000, win probability: 0.7249
For doors: 220, cars: 160, changing door: False, iterations: 10000, win probability: 0.7225
For doors: 220, cars: 170, changing door: True, iterations: 10000, win probability: 0.7742
For doors: 220, cars: 170, changing door: False, iterations: 10000, win probability: 0.7748
For doors: 220, cars: 180, changing door: True, iterations: 10000, win probability: 0.8157
For doors: 220, cars: 180, changing door: False, iterations: 10000, win probability: 0.8178
For doors: 220, cars: 190, changing door: True, iterations: 10000, win probability: 0.8698
For doors: 220, cars: 190, changing door: False, iterations: 10000, win probability: 0.8662
For doors: 220, cars: 200, changing door: True, iterations: 10000, win probability: 0.9102
For doors: 220, cars: 200, changing door: False, iterations: 10000, win probability: 0.91
For doors: 220, cars: 210, changing door: True, iterations: 10000, win probability: 0.9603
For doors: 220, cars: 210, changing door: False, iterations: 10000, win probability: 0.9555
For doors: 230, cars: 10, changing door: True, iterations: 10000, win probability: 0.0406
For doors: 230, cars: 10, changing door: False, iterations: 10000, win probability: 0.0432
For doors: 230, cars: 20, changing door: True, iterations: 10000, win probability: 0.0844
For doors: 230, cars: 20, changing door: False, iterations: 10000, win probability: 0.084
For doors: 230, cars: 30, changing door: True, iterations: 10000, win probability: 0.1287
For doors: 230, cars: 30, changing door: False, iterations: 10000, win probability: 0.1363
For doors: 230, cars: 40, changing door: True, iterations: 10000, win probability: 0.1795
For doors: 230, cars: 40, changing door: False, iterations: 10000, win probability: 0.1835
For doors: 230, cars: 50, changing door: True, iterations: 10000, win probability: 0.2138
For doors: 230, cars: 50, changing door: False, iterations: 10000, win probability: 0.2134
For doors: 230, cars: 60, changing door: True, iterations: 10000, win probability: 0.2612
For doors: 230, cars: 60, changing door: False, iterations: 10000, win probability: 0.2572
For doors: 230, cars: 70, changing door: True, iterations: 10000, win probability: 0.3105
For doors: 230, cars: 70, changing door: False, iterations: 10000, win probability: 0.306
For doors: 230, cars: 80, changing door: True, iterations: 10000, win probability: 0.3467
For doors: 230, cars: 80, changing door: False, iterations: 10000, win probability: 0.3429
For doors: 230, cars: 90, changing door: True, iterations: 10000, win probability: 0.3915
For doors: 230, cars: 90, changing door: False, iterations: 10000, win probability: 0.3821
For doors: 230, cars: 100, changing door: True, iterations: 10000, win probability: 0.439
For doors: 230, cars: 100, changing door: False, iterations: 10000, win probability: 0.4374
For doors: 230, cars: 110, changing door: True, iterations: 10000, win probability: 0.4801
For doors: 230, cars: 110, changing door: False, iterations: 10000, win probability: 0.4768
For doors: 230, cars: 120, changing door: True, iterations: 10000, win probability: 0.5231
For doors: 230, cars: 120, changing door: False, iterations: 10000, win probability: 0.5266
For doors: 230, cars: 130, changing door: True, iterations: 10000, win probability: 0.5635
For doors: 230, cars: 130, changing door: False, iterations: 10000, win probability: 0.5662
For doors: 230, cars: 140, changing door: True, iterations: 10000, win probability: 0.6094
For doors: 230, cars: 140, changing door: False, iterations: 10000, win probability: 0.6056
For doors: 230, cars: 150, changing door: True, iterations: 10000, win probability: 0.6504
For doors: 230, cars: 150, changing door: False, iterations: 10000, win probability: 0.649
For doors: 230, cars: 160, changing door: True, iterations: 10000, win probability: 0.6866
For doors: 230, cars: 160, changing door: False, iterations: 10000, win probability: 0.6952
For doors: 230, cars: 170, changing door: True, iterations: 10000, win probability: 0.7422
For doors: 230, cars: 170, changing door: False, iterations: 10000, win probability: 0.7396
For doors: 230, cars: 180, changing door: True, iterations: 10000, win probability: 0.7861
For doors: 230, cars: 180, changing door: False, iterations: 10000, win probability: 0.781
For doors: 230, cars: 190, changing door: True, iterations: 10000, win probability: 0.8303
For doors: 230, cars: 190, changing door: False, iterations: 10000, win probability: 0.8257
For doors: 230, cars: 200, changing door: True, iterations: 10000, win probability: 0.8733
For doors: 230, cars: 200, changing door: False, iterations: 10000, win probability: 0.8692
For doors: 230, cars: 210, changing door: True, iterations: 10000, win probability: 0.9174
For doors: 230, cars: 210, changing door: False, iterations: 10000, win probability: 0.9121
For doors: 230, cars: 220, changing door: True, iterations: 10000, win probability: 0.9611
For doors: 230, cars: 220, changing door: False, iterations: 10000, win probability: 0.9534
For doors: 240, cars: 10, changing door: True, iterations: 10000, win probability: 0.0437
For doors: 240, cars: 10, changing door: False, iterations: 10000, win probability: 0.0438
For doors: 240, cars: 20, changing door: True, iterations: 10000, win probability: 0.0801
For doors: 240, cars: 20, changing door: False, iterations: 10000, win probability: 0.084
For doors: 240, cars: 30, changing door: True, iterations: 10000, win probability: 0.126
For doors: 240, cars: 30, changing door: False, iterations: 10000, win probability: 0.1296
For doors: 240, cars: 40, changing door: True, iterations: 10000, win probability: 0.1693
For doors: 240, cars: 40, changing door: False, iterations: 10000, win probability: 0.17
For doors: 240, cars: 50, changing door: True, iterations: 10000, win probability: 0.209
For doors: 240, cars: 50, changing door: False, iterations: 10000, win probability: 0.2057
For doors: 240, cars: 60, changing door: True, iterations: 10000, win probability: 0.2496
For doors: 240, cars: 60, changing door: False, iterations: 10000, win probability: 0.2421
For doors: 240, cars: 70, changing door: True, iterations: 10000, win probability: 0.2846
For doors: 240, cars: 70, changing door: False, iterations: 10000, win probability: 0.288
For doors: 240, cars: 80, changing door: True, iterations: 10000, win probability: 0.3335
For doors: 240, cars: 80, changing door: False, iterations: 10000, win probability: 0.3386
For doors: 240, cars: 90, changing door: True, iterations: 10000, win probability: 0.3821
For doors: 240, cars: 90, changing door: False, iterations: 10000, win probability: 0.3691
For doors: 240, cars: 100, changing door: True, iterations: 10000, win probability: 0.4125
For doors: 240, cars: 100, changing door: False, iterations: 10000, win probability: 0.4122
For doors: 240, cars: 110, changing door: True, iterations: 10000, win probability: 0.4604
For doors: 240, cars: 110, changing door: False, iterations: 10000, win probability: 0.4635
For doors: 240, cars: 120, changing door: True, iterations: 10000, win probability: 0.4965
For doors: 240, cars: 120, changing door: False, iterations: 10000, win probability: 0.5001
For doors: 240, cars: 130, changing door: True, iterations: 10000, win probability: 0.5469
For doors: 240, cars: 130, changing door: False, iterations: 10000, win probability: 0.5384
For doors: 240, cars: 140, changing door: True, iterations: 10000, win probability: 0.5819
For doors: 240, cars: 140, changing door: False, iterations: 10000, win probability: 0.5835
For doors: 240, cars: 150, changing door: True, iterations: 10000, win probability: 0.6167
For doors: 240, cars: 150, changing door: False, iterations: 10000, win probability: 0.6333
For doors: 240, cars: 160, changing door: True, iterations: 10000, win probability: 0.6647
For doors: 240, cars: 160, changing door: False, iterations: 10000, win probability: 0.6663
For doors: 240, cars: 170, changing door: True, iterations: 10000, win probability: 0.7148
For doors: 240, cars: 170, changing door: False, iterations: 10000, win probability: 0.7061
For doors: 240, cars: 180, changing door: True, iterations: 10000, win probability: 0.7548
For doors: 240, cars: 180, changing door: False, iterations: 10000, win probability: 0.7467
For doors: 240, cars: 190, changing door: True, iterations: 10000, win probability: 0.7941
For doors: 240, cars: 190, changing door: False, iterations: 10000, win probability: 0.7956
For doors: 240, cars: 200, changing door: True, iterations: 10000, win probability: 0.8362
For doors: 240, cars: 200, changing door: False, iterations: 10000, win probability: 0.8354
For doors: 240, cars: 210, changing door: True, iterations: 10000, win probability: 0.8741
For doors: 240, cars: 210, changing door: False, iterations: 10000, win probability: 0.8778
For doors: 240, cars: 220, changing door: True, iterations: 10000, win probability: 0.9211
For doors: 240, cars: 220, changing door: False, iterations: 10000, win probability: 0.9165
For doors: 240, cars: 230, changing door: True, iterations: 10000, win probability: 0.9604
For doors: 240, cars: 230, changing door: False, iterations: 10000, win probability: 0.9556
For doors: 250, cars: 10, changing door: True, iterations: 10000, win probability: 0.0425
For doors: 250, cars: 10, changing door: False, iterations: 10000, win probability: 0.0403
For doors: 250, cars: 20, changing door: True, iterations: 10000, win probability: 0.0797
For doors: 250, cars: 20, changing door: False, iterations: 10000, win probability: 0.0784
For doors: 250, cars: 30, changing door: True, iterations: 10000, win probability: 0.1193
For doors: 250, cars: 30, changing door: False, iterations: 10000, win probability: 0.1212
For doors: 250, cars: 40, changing door: True, iterations: 10000, win probability: 0.1633
For doors: 250, cars: 40, changing door: False, iterations: 10000, win probability: 0.1553
For doors: 250, cars: 50, changing door: True, iterations: 10000, win probability: 0.1991
For doors: 250, cars: 50, changing door: False, iterations: 10000, win probability: 0.198
For doors: 250, cars: 60, changing door: True, iterations: 10000, win probability: 0.2401
For doors: 250, cars: 60, changing door: False, iterations: 10000, win probability: 0.2373
For doors: 250, cars: 70, changing door: True, iterations: 10000, win probability: 0.2791
For doors: 250, cars: 70, changing door: False, iterations: 10000, win probability: 0.2871
For doors: 250, cars: 80, changing door: True, iterations: 10000, win probability: 0.3185
For doors: 250, cars: 80, changing door: False, iterations: 10000, win probability: 0.3146
For doors: 250, cars: 90, changing door: True, iterations: 10000, win probability: 0.3567
For doors: 250, cars: 90, changing door: False, iterations: 10000, win probability: 0.3558
For doors: 250, cars: 100, changing door: True, iterations: 10000, win probability: 0.4041
For doors: 250, cars: 100, changing door: False, iterations: 10000, win probability: 0.3974
For doors: 250, cars: 110, changing door: True, iterations: 10000, win probability: 0.4524
For doors: 250, cars: 110, changing door: False, iterations: 10000, win probability: 0.4399
For doors: 250, cars: 120, changing door: True, iterations: 10000, win probability: 0.4785
For doors: 250, cars: 120, changing door: False, iterations: 10000, win probability: 0.4833
For doors: 250, cars: 130, changing door: True, iterations: 10000, win probability: 0.5208
For doors: 250, cars: 130, changing door: False, iterations: 10000, win probability: 0.5208
For doors: 250, cars: 140, changing door: True, iterations: 10000, win probability: 0.5573
For doors: 250, cars: 140, changing door: False, iterations: 10000, win probability: 0.5611
For doors: 250, cars: 150, changing door: True, iterations: 10000, win probability: 0.6026
For doors: 250, cars: 150, changing door: False, iterations: 10000, win probability: 0.5942
For doors: 250, cars: 160, changing door: True, iterations: 10000, win probability: 0.6375
For doors: 250, cars: 160, changing door: False, iterations: 10000, win probability: 0.6434
For doors: 250, cars: 170, changing door: True, iterations: 10000, win probability: 0.6773
For doors: 250, cars: 170, changing door: False, iterations: 10000, win probability: 0.6848
For doors: 250, cars: 180, changing door: True, iterations: 10000, win probability: 0.7254
For doors: 250, cars: 180, changing door: False, iterations: 10000, win probability: 0.7194
For doors: 250, cars: 190, changing door: True, iterations: 10000, win probability: 0.7686
For doors: 250, cars: 190, changing door: False, iterations: 10000, win probability: 0.7623
For doors: 250, cars: 200, changing door: True, iterations: 10000, win probability: 0.8034
For doors: 250, cars: 200, changing door: False, iterations: 10000, win probability: 0.7972
For doors: 250, cars: 210, changing door: True, iterations: 10000, win probability: 0.8404
For doors: 250, cars: 210, changing door: False, iterations: 10000, win probability: 0.8391
For doors: 250, cars: 220, changing door: True, iterations: 10000, win probability: 0.8902
For doors: 250, cars: 220, changing door: False, iterations: 10000, win probability: 0.8807
For doors: 250, cars: 230, changing door: True, iterations: 10000, win probability: 0.9295
For doors: 250, cars: 230, changing door: False, iterations: 10000, win probability: 0.9234
For doors: 250, cars: 240, changing door: True, iterations: 10000, win probability: 0.9638
For doors: 250, cars: 240, changing door: False, iterations: 10000, win probability: 0.9599
For doors: 260, cars: 10, changing door: True, iterations: 10000, win probability: 0.0352
For doors: 260, cars: 10, changing door: False, iterations: 10000, win probability: 0.039
For doors: 260, cars: 20, changing door: True, iterations: 10000, win probability: 0.0753
For doors: 260, cars: 20, changing door: False, iterations: 10000, win probability: 0.0783
For doors: 260, cars: 30, changing door: True, iterations: 10000, win probability: 0.1173
For doors: 260, cars: 30, changing door: False, iterations: 10000, win probability: 0.1185
For doors: 260, cars: 40, changing door: True, iterations: 10000, win probability: 0.1545
For doors: 260, cars: 40, changing door: False, iterations: 10000, win probability: 0.1502
For doors: 260, cars: 50, changing door: True, iterations: 10000, win probability: 0.1961
For doors: 260, cars: 50, changing door: False, iterations: 10000, win probability: 0.1989
For doors: 260, cars: 60, changing door: True, iterations: 10000, win probability: 0.2271
For doors: 260, cars: 60, changing door: False, iterations: 10000, win probability: 0.2237
For doors: 260, cars: 70, changing door: True, iterations: 10000, win probability: 0.27
For doors: 260, cars: 70, changing door: False, iterations: 10000, win probability: 0.2737
For doors: 260, cars: 80, changing door: True, iterations: 10000, win probability: 0.3119
For doors: 260, cars: 80, changing door: False, iterations: 10000, win probability: 0.3043
For doors: 260, cars: 90, changing door: True, iterations: 10000, win probability: 0.3502
For doors: 260, cars: 90, changing door: False, iterations: 10000, win probability: 0.3516
For doors: 260, cars: 100, changing door: True, iterations: 10000, win probability: 0.3779
For doors: 260, cars: 100, changing door: False, iterations: 10000, win probability: 0.3909
For doors: 260, cars: 110, changing door: True, iterations: 10000, win probability: 0.4297
For doors: 260, cars: 110, changing door: False, iterations: 10000, win probability: 0.4296
For doors: 260, cars: 120, changing door: True, iterations: 10000, win probability: 0.4651
For doors: 260, cars: 120, changing door: False, iterations: 10000, win probability: 0.4621
For doors: 260, cars: 130, changing door: True, iterations: 10000, win probability: 0.4937
For doors: 260, cars: 130, changing door: False, iterations: 10000, win probability: 0.4978
For doors: 260, cars: 140, changing door: True, iterations: 10000, win probability: 0.5416
For doors: 260, cars: 140, changing door: False, iterations: 10000, win probability: 0.5292
For doors: 260, cars: 150, changing door: True, iterations: 10000, win probability: 0.5828
For doors: 260, cars: 150, changing door: False, iterations: 10000, win probability: 0.5753
For doors: 260, cars: 160, changing door: True, iterations: 10000, win probability: 0.6197
For doors: 260, cars: 160, changing door: False, iterations: 10000, win probability: 0.6133
For doors: 260, cars: 170, changing door: True, iterations: 10000, win probability: 0.6513
For doors: 260, cars: 170, changing door: False, iterations: 10000, win probability: 0.6506
For doors: 260, cars: 180, changing door: True, iterations: 10000, win probability: 0.6945
For doors: 260, cars: 180, changing door: False, iterations: 10000, win probability: 0.6959
For doors: 260, cars: 190, changing door: True, iterations: 10000, win probability: 0.7358
For doors: 260, cars: 190, changing door: False, iterations: 10000, win probability: 0.7338
For doors: 260, cars: 200, changing door: True, iterations: 10000, win probability: 0.7698
For doors: 260, cars: 200, changing door: False, iterations: 10000, win probability: 0.7706
For doors: 260, cars: 210, changing door: True, iterations: 10000, win probability: 0.8071
For doors: 260, cars: 210, changing door: False, iterations: 10000, win probability: 0.8107
For doors: 260, cars: 220, changing door: True, iterations: 10000, win probability: 0.8471
For doors: 260, cars: 220, changing door: False, iterations: 10000, win probability: 0.8448
For doors: 260, cars: 230, changing door: True, iterations: 10000, win probability: 0.8896
For doors: 260, cars: 230, changing door: False, iterations: 10000, win probability: 0.8888
For doors: 260, cars: 240, changing door: True, iterations: 10000, win probability: 0.9335
For doors: 260, cars: 240, changing door: False, iterations: 10000, win probability: 0.9231
For doors: 260, cars: 250, changing door: True, iterations: 10000, win probability: 0.9662
For doors: 260, cars: 250, changing door: False, iterations: 10000, win probability: 0.9572
For doors: 270, cars: 10, changing door: True, iterations: 10000, win probability: 0.0398
For doors: 270, cars: 10, changing door: False, iterations: 10000, win probability: 0.0326
For doors: 270, cars: 20, changing door: True, iterations: 10000, win probability: 0.0721
For doors: 270, cars: 20, changing door: False, iterations: 10000, win probability: 0.0739
For doors: 270, cars: 30, changing door: True, iterations: 10000, win probability: 0.1156
For doors: 270, cars: 30, changing door: False, iterations: 10000, win probability: 0.1091
For doors: 270, cars: 40, changing door: True, iterations: 10000, win probability: 0.1507
For doors: 270, cars: 40, changing door: False, iterations: 10000, win probability: 0.1495
For doors: 270, cars: 50, changing door: True, iterations: 10000, win probability: 0.1856
For doors: 270, cars: 50, changing door: False, iterations: 10000, win probability: 0.1775
For doors: 270, cars: 60, changing door: True, iterations: 10000, win probability: 0.2098
For doors: 270, cars: 60, changing door: False, iterations: 10000, win probability: 0.2209
For doors: 270, cars: 70, changing door: True, iterations: 10000, win probability: 0.2559
For doors: 270, cars: 70, changing door: False, iterations: 10000, win probability: 0.2576
For doors: 270, cars: 80, changing door: True, iterations: 10000, win probability: 0.2934
For doors: 270, cars: 80, changing door: False, iterations: 10000, win probability: 0.2924
For doors: 270, cars: 90, changing door: True, iterations: 10000, win probability: 0.327
For doors: 270, cars: 90, changing door: False, iterations: 10000, win probability: 0.3404
For doors: 270, cars: 100, changing door: True, iterations: 10000, win probability: 0.3756
For doors: 270, cars: 100, changing door: False, iterations: 10000, win probability: 0.3699
For doors: 270, cars: 110, changing door: True, iterations: 10000, win probability: 0.4111
For doors: 270, cars: 110, changing door: False, iterations: 10000, win probability: 0.4051
For doors: 270, cars: 120, changing door: True, iterations: 10000, win probability: 0.4428
For doors: 270, cars: 120, changing door: False, iterations: 10000, win probability: 0.4402
For doors: 270, cars: 130, changing door: True, iterations: 10000, win probability: 0.4801
For doors: 270, cars: 130, changing door: False, iterations: 10000, win probability: 0.4812
For doors: 270, cars: 140, changing door: True, iterations: 10000, win probability: 0.5193
For doors: 270, cars: 140, changing door: False, iterations: 10000, win probability: 0.5211
For doors: 270, cars: 150, changing door: True, iterations: 10000, win probability: 0.5632
For doors: 270, cars: 150, changing door: False, iterations: 10000, win probability: 0.5579
For doors: 270, cars: 160, changing door: True, iterations: 10000, win probability: 0.5976
For doors: 270, cars: 160, changing door: False, iterations: 10000, win probability: 0.5967
For doors: 270, cars: 170, changing door: True, iterations: 10000, win probability: 0.6288
For doors: 270, cars: 170, changing door: False, iterations: 10000, win probability: 0.6302
